average_rating,year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
6.608490566037736,2021,06M528,I.S. 528 Bea Fuller Rodgers School,0.72,95%,95%,97%,97%,98%,97%,97%,97%,98%,98%,96%,97%,97%,97%,1%,3%,2%,77%
7.261682242990654,2021,02M529,Jacqueline Kennedy Onassis High School,0.19,94%,86%,92%,94%,92%,94%,91%,94%,94%,97%,97%,100%,97%,97%,3%,9%,11%,56%
7.496688741721854,2021,02M534,Harvest Collegiate High School,0.17,83%,85%,95%,93%,95%,95%,93%,92%,93%,85%,89%,97%,94%,99%,5%,7%,8%,79%
7.587301587301587,2021,06M540,A. Philip Randolph Campus High School,0.09,87%,82%,95%,87%,97%,94%,95%,95%,91%,93%,89%,96%,96%,95%,7%,15%,3%,75%
7.331818181818182,2021,03M541,Manhattan / Hunter Science High School,0.36,86%,87%,97%,89%,97%,97%,93%,94%,94%,93%,93%,97%,95%,99%,4%,10%,8%,62%
7.024390243902439,2021,02M542,Manhattan Bridges High School,0.25,93%,90%,100%,96%,100%,100%,99%,100%,97%,96%,93%,98%,96%,98%,2%,5%,4%,77%
7.53393665158371,2021,02M543,New Design High School,0.04,84%,78%,90%,89%,100%,95%,90%,94%,93%,94%,89%,100%,87%,100%,11%,11%,5%,60%
7.0,2021,02M551,Urban Assembly New York Harbor School,0.16,89%,86%,95%,95%,100%,100%,99%,100%,96%,97%,95%,99%,97%,97%,3%,23%,8%,77%
7.44,2021,04M555,Central Park East High School,0.14,96%,89%,97%,96%,93%,97%,99%,100%,96%,97%,95%,97%,97%,100%,1%,6%,4%,57%
7.391397849462366,2021,02M560,High School M560 - City As School,0.02,100%,86%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,86%
7.599056603773585,2021,02M565,Urban Academy Laboratory High School,0.26,91%,91%,100%,97%,100%,100%,100%,100%,94%,100%,94%,100%,94%,100%,3%,6%,0%,91%
7.527972027972028,2021,01M650,Cascades High School,0.07,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,78%
7.261437908496732,2021,02M655,Life Sciences Secondary School,0.1,94%,84%,100%,100%,84%,100%,100%,97%,91%,100%,100%,100%,100%,100%,3%,7%,3%,47%
7.3307692307692305,2021,04M680,"Heritage School, The",0.35,94%,94%,96%,94%,96%,97%,97%,97%,97%,96%,94%,99%,100%,99%,2%,8%,1%,62%
7.562790697674418,2021,01M696,Bard High School Early College,0.52,94%,91%,98%,97%,98%,98%,98%,98%,94%,97%,93%,98%,99%,99%,1%,4%,2%,78%
7.308,2021,84M705,Amber Charter School,0.46,93%,94%,98%,93%,99%,95%,94%,94%,96%,95%,96%,96%,95%,98%,6%,9%,0%,81%
7.535885167464115,2021,84M707,John V. Lindsay Wildcat Academy Charter School,0.28,99%,99%,99%,99%,99%,99%,100%,100%,99%,100%,100%,100%,100%,100%,0%,0%,0%,75%
7.323741007194244,2021,84M708,Harlem Prep Charter School,0.5,91%,89%,97%,92%,96%,97%,95%,94%,96%,95%,93%,97%,96%,95%,5%,13%,5%,74%
7.348484848484849,2021,84M709,Harlem Village Academy West Charter School,0.05,95%,88%,98%,88%,93%,93%,95%,93%,95%,92%,90%,92%,92%,97%,5%,2%,0%,95%
7.391397849462366,2021,75M721,P.S. M721 - Manhattan Occupational Training Center,0.86,97%,97%,99%,97%,98%,98%,98%,99%,99%,99%,98%,99%,99%,97%,1%,3%,1%,83%
7.362264150943396,2021,75M811,P.S. M811 - Mickey Mantle School,0.18,97%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,2%,3%,52%
7.6183206106870225,2021,01M839,Tompkins Square Middle School,0.34,91%,94%,98%,95%,97%,97%,98%,96%,97%,96%,97%,98%,97%,97%,1%,6%,1%,85%
7.378854625550661,2021,03M859,Special Music School,0.33,90%,90%,98%,91%,99%,86%,89%,87%,94%,80%,88%,92%,88%,99%,10%,12%,1%,96%
7.536480686695279,2021,02M896,Lower Manhattan Community Middle School,0.71,94%,94%,99%,98%,100%,100%,99%,98%,97%,97%,95%,99%,98%,99%,2%,9%,2%,78%
7.091954022988506,2021,02M933,City Knoll Middle School,0.16,76%,76%,90%,85%,95%,90%,90%,90%,78%,94%,95%,94%,93%,100%,11%,11%,11%,52%
7.1059322033898304,2021,30Q002,P.S. 002 Alfred Zimberg,0.18,96%,96%,98%,97%,99%,97%,98%,97%,99%,95%,94%,97%,98%,98%,3%,4%,1%,78%
7.292682926829267,2021,75Q004,P.S. Q004,0.31,96%,96%,97%,96%,99%,98%,96%,98%,98%,97%,99%,97%,96%,96%,1%,5%,1%,74%
7.270152505446623,2021,24Q005,I.S. 5 - The Walter Crowley Intermediate School,0.18,79%,81%,96%,91%,92%,96%,94%,96%,95%,94%,90%,96%,94%,98%,6%,14%,9%,56%
7.223981900452489,2021,24Q007,P.S. 007 Louis F. Simeone,0.12,92%,95%,99%,93%,98%,99%,97%,97%,98%,98%,96%,97%,96%,100%,2%,9%,3%,82%
6.784090909090909,2021,28Q008,J.H.S. 008 Richard S. Grossley,0.1,87%,91%,95%,100%,98%,100%,100%,100%,89%,98%,95%,100%,100%,94%,7%,8%,10%,73%
7.477707006369426,2021,75Q009,P.S. 009,0.14,91%,92%,95%,93%,96%,91%,93%,93%,94%,92%,92%,92%,92%,94%,4%,8%,5%,74%
7.396946564885496,2021,30Q010,I.S. 010 Horace Greeley,0.33,93%,93%,98%,95%,97%,98%,98%,98%,98%,97%,97%,98%,98%,98%,3%,4%,2%,54%
7.501779359430605,2021,30Q011,P.S. 011 Kathryn Phelan,0.2,91%,94%,97%,95%,96%,97%,97%,97%,96%,95%,96%,96%,94%,97%,2%,8%,4%,78%
7.430406852248394,2021,24Q012,P.S. 012 James B. Colgate,0.15,96%,94%,97%,96%,96%,97%,98%,98%,97%,97%,96%,97%,95%,97%,0%,6%,2%,81%
7.440625,2021,24Q013,P.S. 013 Clement C. Moore,0.29,89%,92%,97%,91%,97%,96%,94%,94%,96%,92%,95%,94%,95%,99%,8%,10%,5%,71%
7.341584158415841,2021,24Q014,P.S. 014 Fairview,0.27,87%,87%,96%,92%,96%,97%,96%,96%,94%,96%,93%,96%,94%,95%,5%,9%,5%,59%
6.794871794871795,2021,29Q015,P.S. 015 Jackie Robinson,0.12,93%,93%,96%,93%,100%,98%,93%,93%,98%,100%,95%,98%,100%,98%,4%,5%,0%,91%
7.296774193548387,2021,30Q017,P.S. 017 Henry David Thoreau,0.26,92%,92%,99%,95%,96%,97%,99%,98%,97%,98%,97%,99%,97%,99%,3%,9%,3%,79%
7.104602510460251,2021,26Q018,P.S. 018 Winchester,0.25,98%,96%,100%,98%,100%,100%,100%,100%,100%,99%,99%,99%,99%,100%,0%,7%,1%,82%
7.348901098901098,2021,24Q019,P.S. 019 Marino Jeantet,0.42,95%,94%,98%,96%,97%,98%,98%,97%,98%,97%,97%,97%,96%,98%,3%,7%,3%,85%
7.342105263157895,2021,25Q020,P.S. 020 John Bowne,0.2,94%,97%,100%,95%,99%,99%,99%,98%,99%,99%,98%,100%,98%,99%,1%,10%,2%,63%
6.944444444444445,2021,25Q021,P.S. 021 Edward Hart,0.56,93%,94%,97%,95%,98%,98%,98%,98%,97%,97%,96%,98%,98%,98%,4%,9%,4%,66%
7.107011070110701,2021,25Q022,P.S. 022 Thomas Jefferson,0.43,93%,93%,97%,94%,97%,96%,97%,95%,97%,94%,96%,96%,96%,99%,2%,10%,3%,77%
7.045714285714285,2021,75Q023,P.S. Q023 @ Queens Children Center,0.09,95%,95%,100%,95%,100%,100%,100%,100%,100%,95%,89%,100%,95%,89%,0%,6%,0%,84%
7.145161290322581,2021,25Q024,P.S. 024 Andrew Jackson,0.39,97%,97%,99%,98%,100%,99%,99%,99%,99%,98%,97%,98%,99%,99%,1%,5%,1%,70%
7.008130081300813,2021,25Q025,I.S. 025 Adrien Block,0.23,86%,85%,95%,94%,98%,97%,98%,97%,92%,95%,94%,97%,94%,98%,5%,12%,7%,67%
7.696428571428571,2021,26Q026,P.S. 026 Rufus King,0.23,94%,96%,98%,96%,98%,97%,97%,97%,97%,96%,96%,98%,98%,99%,1%,3%,2%,76%
6.285714285714286,2021,25Q029,P.S. 029 Queens,0.14,94%,97%,100%,97%,99%,97%,96%,96%,98%,95%,95%,97%,96%,94%,4%,3%,1%,71%
7.032085561497326,2021,26Q031,P.S. 031 Bayside,0.28,93%,94%,98%,92%,94%,89%,91%,90%,97%,90%,92%,88%,89%,96%,2%,12%,7%,82%
7.062717770034843,2021,25Q032,P.S. 032 State Street,0.41,95%,95%,98%,98%,99%,97%,98%,98%,97%,98%,97%,98%,97%,98%,1%,7%,3%,70%
7.102941176470588,2021,29Q033,P.S. 033 Edward M. Funk,0.18,94%,93%,97%,95%,99%,97%,97%,97%,98%,97%,95%,97%,93%,98%,2%,10%,7%,75%
6.298013245033113,2021,29Q034,P.S. 034 John Harvard,0.13,97%,97%,99%,97%,96%,97%,97%,99%,98%,97%,98%,98%,97%,98%,0%,0%,1%,79%
7.514285714285714,2021,29Q035,P.S. 035 Nathaniel Woodhull,0.06,100%,97%,100%,97%,97%,92%,84%,84%,100%,94%,97%,86%,92%,100%,8%,6%,0%,81%
6.29245283018868,2021,29Q036,P.S. 036 Saint Albans School,0.25,98%,99%,99%,96%,98%,96%,99%,98%,99%,99%,98%,99%,99%,99%,0%,4%,1%,70%
6.9361702127659575,2021,29Q037,Cynthia Jenkins School,0.14,95%,78%,93%,90%,100%,98%,98%,98%,87%,95%,88%,98%,95%,95%,5%,13%,5%,88%
7.123809523809523,2021,29Q038,P.S. 038 Rosedale,0.17,88%,90%,95%,95%,95%,95%,95%,93%,98%,95%,95%,95%,95%,97%,0%,0%,0%,95%
7.004016064257028,2021,28Q040,P.S. 040 Samuel Huntington,0.35,89%,89%,96%,94%,96%,97%,94%,97%,96%,94%,95%,97%,95%,95%,5%,9%,3%,72%
7.113636363636363,2021,26Q041,P.S. 041 Crocheron,0.36,94%,94%,99%,97%,100%,97%,97%,98%,97%,97%,97%,99%,99%,100%,1%,12%,4%,86%
7.162790697674419,2021,27Q042,P.S./M.S 042 R. Vernam,0.04,100%,100%,100%,96%,96%,100%,96%,92%,100%,92%,100%,96%,96%,95%,0%,4%,0%,84%
7.611111111111111,2021,27Q043,P.S. 043,0.02,84%,84%,89%,79%,95%,78%,84%,84%,94%,88%,89%,94%,87%,93%,6%,5%,0%,68%
7.207692307692308,2021,26Q046,P.S. 046 Alley Pond,0.29,92%,95%,99%,99%,98%,98%,96%,97%,97%,98%,96%,97%,97%,99%,0%,4%,1%,81%
7.2465753424657535,2021,27Q047,P.S. 047 Chris Galas,0.12,79%,90%,97%,72%,100%,75%,68%,71%,92%,58%,74%,74%,68%,93%,15%,21%,10%,86%
7.26984126984127,2021,28Q048,P.S. 048 William Wordsworth,0.21,90%,91%,96%,90%,95%,94%,94%,93%,97%,94%,94%,98%,97%,95%,3%,10%,2%,77%
7.27536231884058,2021,24Q049,P.S. 049 Dorothy Bonawit Kole,0.07,85%,84%,99%,94%,100%,96%,93%,93%,91%,95%,90%,95%,91%,100%,5%,27%,8%,76%
7.191358024691358,2021,28Q050,P.S. 050 Talfourd Lawn Elementary School,0.08,94%,97%,97%,89%,95%,95%,92%,92%,95%,93%,93%,95%,95%,94%,5%,0%,0%,81%
6.858585858585859,2021,27Q051,P.S. 051,0.34,99%,99%,100%,99%,100%,100%,97%,100%,100%,100%,97%,100%,100%,100%,1%,1%,1%,88%
6.876146788990826,2021,29Q052,P.S. 052 Queens,0.08,92%,92%,96%,92%,96%,100%,92%,100%,95%,100%,100%,100%,100%,95%,0%,17%,0%,79%
6.9282051282051285,2021,84X177,Mott Hall Charter School,0.27,83%,72%,68%,58%,71%,25%,36%,31%,77%,45%,83%,72%,66%,89%,25%,53%,48%,70%
7.1923076923076925,2021,27Q053,M.S. 053 Brian Piccolo,0.6,94%,94%,98%,98%,97%,97%,97%,97%,97%,97%,96%,96%,97%,93%,2%,1%,2%,76%
7.336158192090395,2021,28Q054,P.S. 054 Hillside,0.06,90%,93%,93%,90%,100%,100%,100%,100%,100%,100%,93%,96%,96%,96%,0%,7%,4%,69%
6.816129032258065,2021,28Q055,P.S. 055 Maure,0.35,97%,97%,98%,95%,97%,98%,97%,97%,97%,97%,94%,98%,97%,97%,1%,4%,1%,85%
6.806451612903226,2021,27Q056,P.S. 056 Harry Eichler,0.4,94%,96%,98%,97%,99%,98%,98%,99%,97%,98%,95%,99%,98%,99%,2%,12%,4%,90%
6.804878048780488,2021,29Q059,I.S. 059 Springfield Gardens,0.17,88%,81%,93%,90%,97%,95%,96%,93%,94%,95%,90%,96%,96%,97%,5%,18%,10%,81%
7.076923076923077,2021,27Q060,P.S. 060 Woodhaven,0.16,89%,95%,99%,93%,98%,95%,94%,95%,98%,90%,92%,94%,91%,95%,6%,13%,3%,57%
7.457055214723926,2021,24Q061,I.S. 061 Leonardo Da Vinci,0.06,87%,89%,97%,88%,94%,95%,95%,96%,94%,91%,91%,93%,93%,91%,6%,8%,4%,61%
6.483108108108108,2021,27Q062,P. S. 62 - Chester Park School,0.18,94%,96%,98%,94%,99%,98%,98%,99%,98%,93%,97%,97%,97%,98%,3%,7%,3%,72%
7.824489795918367,2021,27Q063,P.S. 063 Old South,0.38,93%,94%,98%,95%,99%,97%,97%,97%,96%,97%,98%,98%,98%,99%,2%,8%,3%,78%
7.741176470588235,2021,27Q064,P.S. 064 Joseph P. Addabbo,0.04,80%,85%,100%,90%,90%,100%,100%,95%,100%,100%,89%,100%,100%,100%,0%,16%,5%,75%
7.543307086614173,2021,27Q065,P.S. 65 - The Raymond York Elementary School,0.08,97%,97%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,0%,3%,0%,82%
6.604026845637584,2021,27Q066,P.S. 066 Jacqueline Kennedy Onassis,0.4,92%,96%,98%,97%,98%,97%,98%,97%,98%,97%,98%,97%,97%,99%,1%,3%,2%,76%
7.043859649122807,2021,26Q067,J.H.S. 067 Louis Pasteur,0.27,90%,89%,99%,95%,99%,99%,99%,99%,94%,97%,92%,99%,98%,99%,1%,14%,6%,76%
7.450819672131147,2021,24Q068,P.S. 068 Cambridge,0.35,90%,93%,99%,96%,99%,99%,98%,95%,94%,97%,94%,96%,95%,96%,4%,6%,4%,77%
7.351706036745407,2021,30Q069,P.S. 069 Jackson Heights,0.53,93%,93%,96%,96%,96%,97%,98%,98%,97%,96%,96%,98%,97%,98%,2%,5%,4%,82%
7.111940298507463,2021,30Q070,P.S. 070,0.72,95%,94%,98%,96%,98%,98%,98%,98%,98%,97%,97%,98%,98%,98%,2%,6%,2%,77%
7.513888888888889,2021,24Q071,P.S. 071 Forest,0.04,82%,87%,96%,73%,91%,78%,74%,74%,95%,68%,90%,76%,76%,95%,30%,15%,5%,87%
6.699530516431925,2021,28Q072,Catherine & Count Basie Middle School 72,0.11,86%,89%,100%,93%,96%,89%,93%,96%,100%,96%,96%,100%,96%,100%,0%,8%,0%,89%
7.428571428571429,2021,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,0.16,87%,86%,98%,90%,96%,97%,96%,96%,97%,95%,95%,97%,97%,98%,4%,7%,4%,63%
7.257510729613734,2021,26Q074,J.H.S. 074 Nathaniel Hawthorne,0.35,90%,85%,96%,94%,97%,97%,97%,97%,93%,95%,92%,97%,97%,97%,4%,14%,6%,81%
7.421348314606742,2021,75Q075,Robert E. Peary School,0.12,98%,92%,98%,95%,97%,95%,95%,97%,98%,98%,95%,100%,98%,98%,0%,3%,5%,57%
7.2835820895522385,2021,30Q076,P.S. 076 William Hallet,0.09,97%,97%,100%,97%,100%,100%,97%,94%,100%,94%,100%,94%,93%,100%,0%,6%,0%,82%
7.394285714285714,2021,24Q077,I.S. 077,0.06,78%,83%,98%,89%,96%,91%,93%,96%,95%,85%,80%,91%,85%,95%,9%,7%,7%,63%
7.0,2021,30Q078,P.S./I.S. 78Q,0.16,86%,90%,97%,89%,98%,83%,83%,85%,99%,78%,93%,85%,84%,99%,11%,13%,5%,78%
6.861635220125786,2021,25Q079,P.S. 079 Francis Lewis,0.24,93%,93%,99%,95%,98%,96%,97%,97%,99%,97%,96%,99%,97%,98%,4%,8%,2%,67%
7.469945355191257,2021,24Q081,P.S. 81Q Jean Paul Richter,0.25,92%,94%,97%,97%,96%,97%,97%,98%,97%,97%,96%,98%,97%,97%,1%,6%,2%,74%
6.684848484848485,2021,84Q342,Rochdale Early Advantage Charter School,0.12,93%,93%,96%,98%,96%,98%,93%,93%,95%,95%,90%,95%,93%,100%,9%,15%,7%,83%
7.423333333333333,2021,28Q082,P.S. 082 Hammond,0.1,94%,96%,100%,98%,98%,98%,98%,96%,95%,94%,94%,94%,98%,98%,5%,6%,4%,82%
7.437888198757764,2021,84Q083,Central Queens Academy Charter School,0.39,97%,95%,97%,96%,99%,98%,97%,97%,97%,96%,95%,97%,96%,97%,3%,7%,3%,87%
7.0588235294117645,2021,30Q084,P.S. 084 Steinway,0.27,89%,89%,95%,88%,97%,94%,93%,93%,96%,94%,93%,93%,93%,98%,7%,18%,8%,71%
7.077821011673152,2021,30Q085,P.S. 085 Judge Charles Vallone,0.37,95%,98%,100%,97%,99%,97%,97%,95%,99%,95%,98%,96%,96%,98%,2%,3%,1%,92%
7.327586206896552,2021,28Q086,P.S. Q086,0.23,92%,94%,97%,93%,93%,96%,94%,94%,96%,93%,96%,95%,97%,99%,5%,5%,3%,67%
7.1,2021,24Q087,P.S./I.S. 087 Middle Village,0.1,95%,95%,100%,96%,100%,96%,94%,91%,100%,94%,96%,94%,96%,100%,5%,8%,4%,65%
7.4525139664804465,2021,24Q088,P.S. 088 Seneca,0.12,90%,90%,96%,91%,96%,94%,94%,91%,96%,92%,91%,93%,95%,93%,3%,5%,0%,88%
7.324455205811138,2021,24Q089,P.S. 089 Elmhurst,0.07,89%,91%,98%,93%,97%,97%,95%,93%,96%,96%,93%,97%,97%,99%,5%,11%,3%,72%
6.455813953488372,2021,27Q090,P.S. 090 Horace Mann,0.14,92%,91%,97%,93%,96%,97%,96%,96%,96%,96%,93%,96%,96%,99%,5%,5%,3%,64%
7.464285714285714,2021,24Q091,P.S. 091 Richard Arkwright,0.34,93%,93%,98%,97%,97%,99%,98%,98%,94%,95%,94%,97%,97%,96%,4%,5%,3%,81%
7.310769230769231,2021,30Q092,P.S. 092 Harry T. Stewart Sr.,0.16,89%,92%,96%,92%,97%,97%,97%,97%,94%,95%,98%,96%,98%,98%,4%,8%,4%,84%
7.433333333333334,2021,24Q093,I.S. 093 Ridgewood,0.13,87%,90%,97%,89%,94%,98%,97%,96%,92%,91%,90%,93%,94%,97%,4%,11%,5%,69%
7.265193370165746,2021,26Q094,P.S. 094 David D. Porter,0.4,97%,96%,99%,98%,100%,98%,98%,98%,99%,97%,97%,98%,100%,98%,1%,4%,3%,86%
7.471698113207547,2021,29Q095,P.S. 095 Eastwood,0.51,99%,99%,99%,99%,99%,100%,100%,99%,99%,99%,99%,99%,99%,100%,1%,1%,1%,97%
6.874149659863946,2021,27Q096,P.S. 096,0.21,94%,95%,97%,98%,98%,95%,97%,95%,94%,94%,93%,98%,98%,95%,8%,0%,2%,70%
7.236363636363636,2021,27Q097,P.S. 097 Forest Park,0.18,88%,89%,96%,93%,96%,99%,97%,95%,97%,97%,97%,100%,99%,98%,2%,5%,5%,82%
7.428571428571429,2021,26Q098,P.S. 098 The Douglaston School,0.15,100%,100%,100%,100%,100%,97%,100%,100%,97%,97%,97%,97%,97%,97%,0%,5%,3%,100%
7.783687943262412,2021,28Q099,P.S. 099 Kew Gardens,0.34,97%,95%,99%,97%,98%,99%,99%,99%,96%,96%,95%,98%,98%,100%,1%,4%,3%,92%
6.713333333333333,2021,27Q100,P.S. 100 Glen Morris,0.16,92%,94%,98%,91%,98%,97%,96%,96%,97%,96%,95%,96%,98%,98%,4%,8%,5%,78%
7.31830985915493,2021,24Q102,P.S. 102 Bayview,0.12,90%,92%,97%,93%,95%,97%,97%,97%,97%,98%,96%,97%,95%,98%,3%,10%,5%,73%
7.625,2021,27Q104,P.S. 104 The Bays Water,0.66,96%,95%,96%,96%,98%,98%,98%,98%,97%,97%,96%,98%,98%,98%,2%,6%,4%,70%
7.608695652173913,2021,27Q105,P.S. 105 The Bay School,0.04,90%,94%,100%,97%,97%,97%,97%,94%,100%,97%,97%,100%,100%,97%,10%,3%,0%,87%
7.94,2021,27Q106,Lighthouse Elementary School,0.06,80%,80%,80%,80%,80%,80%,100%,100%,90%,100%,100%,100%,100%,100%,0%,0%,0%,90%
7.228215767634855,2021,25Q107,P.S. 107 Thomas A Dooley,0.1,91%,90%,99%,94%,97%,95%,97%,98%,97%,96%,97%,96%,93%,96%,2%,9%,6%,71%
7.272727272727272,2021,27Q108,P.S. 108 Captain Vincent G. Fowler,0.28,97%,98%,99%,98%,99%,99%,100%,99%,99%,99%,100%,99%,98%,99%,2%,2%,1%,70%
7.037593984962406,2021,29Q109,Jean Nuzzi Intermediate School,0.04,82%,80%,91%,80%,93%,91%,91%,91%,92%,74%,84%,76%,81%,94%,20%,30%,19%,70%
7.361185983827493,2021,24Q110,P.S. 110,0.73,95%,94%,98%,96%,98%,98%,98%,98%,97%,98%,97%,98%,98%,98%,3%,5%,3%,84%
7.261363636363637,2021,30Q111,P.S. 111 Jacob Blackwell,0.57,84%,93%,93%,84%,86%,82%,80%,80%,91%,83%,81%,84%,84%,85%,14%,8%,4%,74%
7.385416666666667,2021,30Q112,P.S. 112 Dutch Kills,0.13,84%,92%,100%,96%,100%,98%,100%,100%,96%,94%,91%,98%,98%,100%,0%,2%,2%,75%
6.822222222222222,2021,24Q113,P.S./I.S. 113 Anthony J. Pranzo,0.74,90%,91%,99%,95%,99%,97%,96%,96%,96%,92%,95%,95%,94%,98%,1%,16%,5%,71%
7.392344497607655,2021,27Q114,P.S./M.S. 114 Belle Harbor,0.18,90%,92%,95%,93%,98%,98%,96%,97%,95%,96%,94%,97%,96%,97%,3%,17%,4%,77%
7.522727272727272,2021,26Q115,The James J. Ambrose School,0.24,90%,90%,97%,93%,99%,96%,95%,94%,95%,92%,92%,94%,94%,95%,8%,11%,6%,88%
6.6571428571428575,2021,29Q116,P.S./I.S. 116 William C. Hughley,0.05,90%,90%,98%,90%,90%,95%,95%,95%,92%,95%,92%,100%,98%,100%,7%,2%,2%,86%
7.479553903345725,2021,28Q117,P.S. 117 J. Keld / Briarwood School,0.12,85%,88%,95%,90%,96%,96%,94%,95%,94%,90%,92%,93%,93%,98%,11%,13%,7%,63%
6.868852459016393,2021,29Q118,P.S. 118 Lorraine Hansberry,0.03,100%,100%,100%,100%,100%,100%,100%,100%,90%,91%,91%,100%,91%,100%,0%,10%,9%,82%
7.253731343283582,2021,24Q119,P.S./I.S. 119 The Glendale,0.42,84%,87%,96%,90%,95%,96%,95%,95%,93%,95%,90%,96%,95%,96%,7%,13%,6%,63%
7.282828282828283,2021,25Q120,P.S. 120 Queens,0.61,96%,95%,97%,97%,98%,99%,98%,99%,97%,98%,97%,98%,99%,98%,1%,9%,3%,63%
6.72360248447205,2021,28Q121,P.S. 121 Queens,0.11,92%,99%,98%,98%,100%,98%,98%,97%,98%,96%,96%,98%,97%,99%,4%,1%,1%,75%
7.080645161290323,2021,30Q122,P.S. 122 Mamie Fay,0.24,85%,85%,97%,92%,99%,96%,94%,94%,95%,91%,91%,93%,94%,96%,4%,12%,7%,75%
7.043076923076924,2021,27Q123,P.S. 123,0.19,91%,93%,97%,91%,98%,96%,96%,97%,95%,98%,96%,99%,99%,98%,4%,4%,3%,83%
7.072727272727272,2021,27Q124,P.S. 124 Osmond A Church,0.09,86%,85%,99%,92%,99%,97%,94%,93%,95%,95%,95%,95%,96%,99%,4%,8%,7%,89%
7.453608247422681,2021,30Q127,P.S. 127 Aerospace Science Magnet School,0.13,90%,93%,98%,91%,93%,96%,95%,96%,96%,95%,95%,95%,94%,97%,6%,8%,4%,77%
6.551724137931035,2021,25Q129,P.S. 129 Patricia Larkin,0.13,93%,97%,97%,93%,94%,95%,96%,96%,98%,92%,99%,95%,95%,98%,3%,4%,1%,78%
6.917874396135265,2021,25Q130,P.S. 130,0.59,96%,95%,98%,95%,98%,99%,99%,99%,97%,97%,96%,98%,97%,98%,1%,5%,4%,80%
7.52,2021,29Q131,P.S. 131 Abigail Adams,0.34,94%,94%,96%,94%,99%,97%,96%,97%,96%,96%,96%,98%,97%,97%,3%,7%,4%,73%
6.768595041322314,2021,29Q132,P.S. 132 Ralph Bunche,0.37,94%,94%,98%,96%,97%,98%,97%,97%,96%,95%,96%,97%,98%,95%,1%,5%,2%,87%
7.220820189274448,2021,26Q133,P.S. 133 Queens,0.26,93%,95%,99%,94%,99%,95%,94%,95%,97%,94%,96%,97%,96%,99%,3%,7%,4%,78%
7.08235294117647,2021,29Q134,P.S. 134 Hollis,0.03,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,0%,88%
7.27906976744186,2021,29Q135,The Bellaire School,0.02,89%,89%,100%,89%,100%,94%,95%,100%,100%,94%,100%,100%,100%,100%,0%,17%,0%,74%
6.921259842519685,2021,29Q136,P.S. 136 Roy Wilkins,0.03,87%,87%,100%,87%,100%,93%,88%,100%,100%,81%,87%,93%,100%,88%,13%,7%,12%,69%
7.009493670886076,2021,29Q138,P.S./M.S. 138 Sunrise,0.08,83%,85%,96%,89%,96%,92%,94%,96%,93%,91%,93%,95%,93%,95%,2%,13%,6%,69%
7.228758169934641,2021,28Q139,P.S. 139 Rego Park,0.28,95%,95%,98%,97%,98%,96%,93%,95%,97%,92%,97%,95%,96%,97%,1%,9%,7%,79%
6.566666666666666,2021,28Q140,P.S. 140 Edward K Ellington,0.09,97%,97%,100%,97%,100%,97%,97%,97%,96%,97%,96%,97%,97%,100%,3%,19%,3%,70%
7.131756756756757,2021,30Q141,I.S. 141 The Steinway,0.61,90%,87%,97%,90%,97%,98%,97%,97%,95%,95%,92%,98%,95%,96%,4%,9%,4%,65%
7.150537634408602,2021,24Q143,P.S. 143 Louis Armstrong,0.82,92%,92%,98%,95%,97%,98%,96%,97%,97%,96%,96%,97%,96%,96%,5%,9%,3%,73%
7.159090909090909,2021,28Q144,P.S. 144 Col Jeromus Remsen,0.52,92%,92%,98%,95%,100%,98%,97%,98%,96%,96%,92%,97%,96%,99%,2%,11%,6%,84%
7.477815699658703,2021,30Q145,I.S. 145 Joseph Pulitzer,0.93,93%,93%,98%,95%,98%,97%,97%,97%,97%,96%,96%,97%,97%,98%,3%,4%,4%,88%
7.833333333333333,2021,27Q146,P.S. 146 Howard Beach,0.21,96%,94%,97%,94%,96%,94%,95%,95%,91%,92%,90%,90%,89%,93%,3%,7%,1%,70%
7.456928838951311,2021,30Q148,P.S. 148 Queens,0.46,92%,95%,98%,92%,96%,98%,96%,96%,95%,96%,95%,97%,97%,99%,6%,9%,3%,72%
7.194915254237288,2021,30Q150,P.S. 150 Queens,0.43,90%,93%,97%,92%,96%,92%,90%,90%,95%,89%,92%,92%,92%,96%,6%,9%,5%,74%
7.551515151515152,2021,30Q151,P.S. 151 Mary D. Carter,0.11,97%,97%,97%,100%,97%,97%,97%,97%,96%,100%,100%,97%,97%,97%,3%,7%,3%,94%
7.64748201438849,2021,30Q152,P.S. 152 Gwendoline N. Alleyne School,0.54,92%,96%,100%,96%,99%,98%,98%,99%,97%,97%,98%,97%,95%,99%,3%,6%,3%,75%
