DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
29Q270,THE GORDON PARKS SCHOOL,52%,83%,89%,95%,88%,98%,95%,89%,87%,92%,88%,90%,91%,90%,94%,93%,89%,89%,95%,,,,,,,,,,,,
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,14%,75%,81%,100%,83%,95%,90%,92%,93%,95%,85%,89%,87%,86%,84%,95%,88%,89%,78%,,,,,,,,,,,,
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,8%,87%,92%,95%,90%,97%,92%,89%,92%,91%,86%,88%,84%,86%,95%,89%,87%,95%,97%,,,,,,,,,,,,
29Q289,QUEENS UNITED MIDDLE SCHOOL,31%,81%,85%,96%,85%,96%,94%,93%,83%,80%,90%,85%,96%,96%,80%,87%,86%,94%,78%,,,,,,,,,,,,
29Q295,P.S./I.S. 295,93%,87%,90%,95%,92%,96%,86%,87%,86%,94%,81%,93%,88%,88%,98%,94%,94%,94%,85%,,,,,,,,,,,,
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,27%,88%,91%,99%,91%,98%,96%,94%,93%,94%,93%,91%,96%,93%,89%,97%,98%,96%,80%,,,,,,,,,,,,
29Q326,CAMBRIA HEIGHTS ACADEMY,67%,86%,89%,94%,90%,94%,94%,92%,91%,94%,91%,92%,95%,95%,94%,96%,93%,94%,84%,,,,,,,,,,,,
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,25%,78%,84%,95%,88%,96%,95%,90%,92%,94%,90%,87%,94%,95%,93%,87%,89%,91%,91%,,,,,,,,,,,,
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,67%,86%,86%,94%,89%,98%,95%,93%,93%,93%,90%,90%,94%,96%,91%,91%,86%,89%,90%,,,,,,,,,,,,
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,69%,86%,86%,96%,93%,95%,96%,96%,96%,92%,94%,91%,94%,95%,91%,92%,91%,92%,86%,,,,,,,,,,,,
29Q360,P.S. 360,81%,94%,93%,98%,97%,98%,98%,98%,98%,98%,98%,96%,98%,98%,98%,98%,97%,98%,96%,,,,,,,,,,,,
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",28%,91%,90%,100%,90%,95%,98%,97%,93%,99%,93%,96%,97%,98%,95%,94%,94%,94%,84%,,,,,,,,,,,,
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,41%,83%,79%,97%,84%,94%,94%,89%,93%,91%,88%,93%,93%,90%,91%,95%,93%,94%,70%,,,,,,,,,,,,
30Q002,P.S. 002 ALFRED ZIMBERG,37%,93%,95%,98%,93%,96%,97%,95%,95%,96%,93%,92%,92%,92%,98%,95%,96%,98%,95%,,,,,,,,,,,,
30Q010,I.S. 010 HORACE GREELEY,73%,86%,90%,96%,90%,92%,95%,95%,94%,95%,91%,92%,93%,91%,95%,95%,95%,95%,84%,,,,,,,,,,,,
30Q011,P.S. 011 KATHRYN PHELAN,44%,92%,96%,98%,94%,98%,98%,98%,97%,96%,97%,94%,96%,96%,99%,97%,95%,97%,90%,,,,,,,,,,,,
30Q017,P.S. 017 HENRY DAVID THOREAU,78%,93%,95%,99%,96%,97%,99%,97%,98%,98%,97%,97%,98%,98%,98%,98%,97%,99%,91%,,,,,,,,,,,,
30Q069,P.S. 069 JACKSON HEIGHTS,93%,91%,93%,97%,93%,97%,97%,98%,98%,97%,94%,93%,97%,96%,97%,98%,96%,96%,92%,,,,,,,,,,,,
30Q070,P.S. 070,55%,85%,92%,94%,89%,94%,89%,87%,89%,93%,83%,90%,89%,90%,95%,93%,94%,94%,91%,,,,,,,,,,,,
30Q076,P.S. 076 WILLIAM HALLET,51%,94%,96%,98%,96%,96%,97%,98%,98%,97%,98%,96%,97%,96%,97%,96%,94%,96%,86%,,,,,,,,,,,,
30Q078,P.S./I.S. 78Q,38%,85%,89%,97%,87%,97%,87%,83%,84%,92%,77%,91%,80%,80%,98%,94%,94%,96%,92%,,,,,,,,,,,,
30Q084,P.S. 084 STEINWAY,79%,96%,96%,98%,98%,97%,95%,93%,93%,97%,91%,96%,94%,92%,96%,99%,99%,98%,91%,,,,,,,,,,,,
30Q085,P.S. 085 JUDGE CHARLES VALLONE,88%,96%,96%,99%,96%,98%,96%,97%,97%,98%,94%,98%,97%,97%,98%,96%,98%,98%,93%,,,,,,,,,,,,
30Q092,P.S. 092 HARRY T. STEWART SR.,79%,93%,95%,97%,95%,97%,96%,96%,97%,97%,97%,96%,96%,96%,97%,96%,97%,97%,90%,,,,,,,,,,,,
30Q111,P.S. 111 JACOB BLACKWELL,67%,79%,81%,82%,87%,90%,82%,84%,85%,89%,89%,86%,88%,93%,86%,96%,94%,96%,86%,,,,,,,,,,,,
30Q112,P.S. 112 DUTCH KILLS,39%,94%,98%,99%,95%,100%,99%,97%,97%,99%,94%,98%,97%,96%,96%,98%,96%,97%,86%,,,,,,,,,,,,
30Q122,P.S. 122 MAMIE FAY,88%,87%,87%,97%,92%,98%,97%,94%,96%,93%,93%,90%,94%,94%,97%,96%,93%,92%,84%,,,,,,,,,,,,
30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,34%,85%,88%,96%,89%,94%,95%,94%,92%,95%,89%,93%,93%,94%,90%,94%,91%,95%,83%,,,,,,,,,,,,
30Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,58%,91%,91%,97%,94%,96%,94%,94%,93%,95%,92%,92%,92%,93%,93%,94%,96%,96%,88%,,,,,,,,,,,,
30Q141,I.S. 141 THE STEINWAY,100%,89%,89%,97%,92%,94%,97%,95%,96%,94%,93%,92%,94%,93%,95%,96%,95%,95%,81%,,,,,,,,,,,,
30Q145,I.S. 145 JOSEPH PULITZER,93%,88%,90%,95%,92%,94%,94%,92%,91%,93%,90%,93%,93%,93%,93%,93%,94%,94%,83%,,,,,,,,,,,,
30Q148,P.S. 148 QUEENS,73%,87%,92%,96%,94%,97%,97%,95%,96%,96%,95%,95%,96%,95%,94%,95%,96%,96%,90%,,,,,,,,,,,,
30Q149,P.S. 149 CHRISTA MCAULIFFE,58%,94%,96%,99%,98%,99%,99%,98%,98%,97%,98%,97%,97%,97%,98%,97%,96%,97%,93%,,,,,,,,,,,,
30Q150,P.S. 150 QUEENS,64%,93%,94%,97%,93%,97%,93%,93%,92%,95%,91%,92%,91%,92%,95%,94%,97%,96%,93%,,,,,,,,,,,,
30Q151,P.S. 151 MARY D. CARTER,58%,93%,97%,100%,96%,99%,98%,97%,96%,96%,97%,98%,96%,97%,99%,99%,95%,97%,89%,,,,,,,,,,,,
30Q152,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,52%,93%,97%,98%,94%,98%,98%,97%,98%,96%,95%,96%,97%,95%,98%,96%,96%,97%,90%,,,,,,,,,,,,
30Q166,P.S. 166 HENRY GRADSTEIN,38%,90%,91%,95%,92%,98%,95%,96%,96%,93%,94%,93%,94%,94%,96%,95%,94%,93%,95%,,,,,,,,,,,,
30Q171,P.S. 171 PETER G. VAN ALST,53%,93%,96%,99%,97%,98%,98%,98%,98%,97%,98%,98%,97%,97%,97%,97%,97%,98%,87%,,,,,,,,,,,,
30Q204,I.S. 204 OLIVER W. HOLMES,35%,87%,91%,97%,93%,91%,94%,92%,91%,92%,88%,90%,91%,91%,91%,97%,97%,96%,85%,,,,,,,,,,,,
30Q212,P.S. 212,95%,94%,94%,98%,96%,98%,96%,96%,96%,98%,94%,97%,96%,97%,98%,98%,97%,98%,92%,,,,,,,,,,,,
30Q222,P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SCHOOL,82%,92%,94%,98%,94%,97%,94%,95%,95%,97%,93%,96%,95%,95%,97%,95%,95%,97%,94%,,,,,,,,,,,,
30Q227,I.S. 227 LOUIS ARMSTRONG,81%,87%,90%,96%,91%,95%,96%,95%,94%,95%,92%,94%,95%,95%,97%,96%,97%,96%,84%,,,,,,,,,,,,
30Q228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL OF THE ARTS,75%,94%,95%,99%,97%,99%,99%,98%,98%,98%,98%,96%,98%,97%,99%,94%,94%,96%,94%,,,,,,,,,,,,
30Q230,I.S. 230,77%,84%,86%,97%,88%,94%,96%,95%,96%,94%,91%,91%,95%,94%,95%,95%,93%,94%,78%,,,,,,,,,,,,
30Q234,P.S. 234,91%,94%,94%,98%,97%,98%,96%,97%,98%,95%,95%,94%,98%,98%,98%,96%,96%,95%,87%,,,,,,,,,,,,
30Q235,ACADEMY FOR NEW AMERICANS,91%,92%,94%,96%,98%,100%,100%,99%,98%,100%,98%,100%,97%,97%,100%,98%,96%,96%,87%,,,,,,,,,,,,
30Q258,ENERGY TECH HIGH SCHOOL,37%,90%,90%,97%,91%,96%,96%,94%,94%,96%,92%,90%,93%,94%,95%,96%,97%,98%,84%,,,,,,,,,,,,
30Q280,P.S. 280,94%,94%,95%,96%,95%,97%,97%,95%,95%,97%,96%,95%,97%,96%,97%,98%,98%,98%,89%,,,,,,,,,,,,
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",40%,90%,89%,98%,94%,96%,95%,93%,94%,93%,93%,94%,94%,92%,98%,94%,93%,95%,84%,,,,,,,,,,,,
30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,45%,90%,91%,99%,95%,99%,97%,97%,96%,95%,96%,93%,98%,98%,96%,95%,92%,95%,90%,,,,,,,,,,,,
30Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),73%,89%,89%,97%,89%,99%,82%,74%,71%,94%,72%,89%,81%,79%,97%,88%,91%,93%,93%,,,,,,,,,,,,
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,60%,92%,92%,96%,94%,98%,95%,96%,96%,93%,93%,89%,94%,92%,95%,98%,97%,99%,85%,,,,,,,,,,,,
30Q329,EAST ELMHURST COMMUNITY SCHOOL,79%,98%,98%,99%,98%,98%,98%,99%,99%,99%,99%,98%,100%,99%,98%,99%,99%,99%,94%,,,,,,,,,,,,
30Q361,THE WOODSIDE COMMUNITY SCHOOL,86%,96%,94%,96%,93%,95%,95%,93%,94%,94%,94%,94%,95%,96%,96%,98%,99%,99%,94%,,,,,,,,,,,,
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,12%,88%,86%,95%,93%,93%,92%,90%,87%,94%,88%,91%,91%,91%,89%,93%,94%,95%,75%,,,,,,,,,,,,
30Q450,LONG ISLAND CITY HIGH SCHOOL,13%,87%,87%,97%,90%,95%,96%,93%,92%,94%,92%,93%,96%,95%,94%,96%,96%,97%,81%,,,,,,,,,,,,
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,29%,89%,88%,98%,92%,98%,97%,95%,97%,94%,95%,89%,95%,95%,97%,95%,96%,96%,92%,,,,,,,,,,,,
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,19%,89%,92%,97%,92%,95%,96%,94%,92%,95%,91%,94%,95%,96%,96%,96%,95%,97%,81%,,,,,,,,,,,,
30Q555,NEWCOMERS HIGH SCHOOL,23%,91%,91%,97%,94%,98%,97%,94%,96%,94%,94%,95%,93%,94%,95%,94%,98%,97%,86%,,,,,,,,,,,,
30Q575,ACADEMY OF AMERICAN STUDIES,33%,83%,85%,96%,89%,95%,97%,97%,95%,91%,94%,93%,96%,96%,96%,94%,93%,92%,83%,,,,,,,,,,,,
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,36%,78%,75%,97%,87%,98%,94%,85%,80%,91%,76%,84%,89%,89%,94%,93%,96%,92%,82%,,,,,,,,,,,,
31R001,P.S. 001 TOTTENVILLE,71%,93%,93%,97%,92%,96%,93%,90%,90%,98%,87%,95%,91%,93%,97%,93%,96%,98%,94%,,,,,,,,,,,,
31R002,I.S. R002 GEORGE L. EGBERT,53%,82%,84%,94%,86%,93%,93%,92%,91%,93%,87%,90%,90%,90%,90%,89%,90%,91%,81%,,,,,,,,,,,,
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,87%,94%,93%,98%,95%,98%,97%,96%,97%,97%,96%,96%,97%,96%,96%,97%,96%,96%,95%,,,,,,,,,,,,
31R004,P.S. 004 MAURICE WOLLIN,100%,92%,93%,98%,93%,98%,94%,92%,92%,96%,88%,95%,93%,93%,95%,95%,95%,97%,92%,,,,,,,,,,,,
31R005,P.S. 005 HUGUENOT,94%,94%,94%,96%,95%,97%,94%,94%,95%,95%,94%,92%,94%,94%,93%,96%,96%,96%,93%,,,,,,,,,,,,
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,40%,91%,94%,94%,91%,98%,93%,93%,93%,92%,91%,91%,95%,94%,94%,96%,95%,96%,91%,,,,,,,,,,,,
31R007,I.S. 007 ELIAS BERNSTEIN,53%,90%,92%,98%,93%,98%,95%,95%,96%,95%,93%,94%,94%,95%,97%,94%,96%,96%,92%,,,,,,,,,,,,
31R008,P.S. 8 SHIRLEE SOLOMON,100%,94%,95%,98%,95%,98%,92%,91%,92%,95%,92%,95%,94%,93%,94%,97%,96%,97%,95%,,,,,,,,,,,,
31R009,NAPLES STREET ELEMENTARY SCHOOL,92%,97%,95%,96%,95%,97%,95%,95%,96%,95%,95%,95%,98%,97%,97%,97%,96%,98%,93%,,,,,,,,,,,,
31R010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,44%,91%,97%,98%,98%,100%,98%,98%,98%,98%,98%,100%,97%,98%,100%,98%,98%,98%,92%,,,,,,,,,,,,
31R011,P.S. 11 THOMAS DONGAN SCHOOL,67%,95%,95%,97%,95%,97%,95%,95%,96%,96%,93%,96%,95%,95%,99%,97%,97%,99%,92%,,,,,,,,,,,,
31R013,P.S. 013 M. L. LINDEMEYER,37%,95%,97%,97%,95%,97%,97%,96%,96%,96%,95%,95%,96%,96%,96%,98%,98%,99%,92%,,,,,,,,,,,,
31R016,P.S. 016 JOHN J. DRISCOLL,56%,89%,89%,94%,92%,94%,93%,94%,92%,92%,92%,93%,93%,94%,92%,94%,95%,95%,91%,,,,,,,,,,,,
31R018,P.S. 018 JOHN G. WHITTIER,38%,94%,95%,97%,93%,97%,95%,95%,91%,94%,92%,95%,92%,97%,94%,93%,94%,95%,91%,,,,,,,,,,,,
31R019,P.S. 019 THE CURTIS SCHOOL,54%,97%,97%,98%,97%,99%,97%,95%,96%,97%,95%,97%,97%,98%,97%,96%,95%,96%,94%,,,,,,,,,,,,
31R020,P.S. 020 PORT RICHMOND,49%,96%,97%,98%,99%,96%,98%,94%,97%,98%,97%,96%,99%,98%,98%,99%,98%,98%,90%,,,,,,,,,,,,
31R021,P.S. 21 MARGARET EMERY-ELM PARK,88%,97%,98%,100%,98%,99%,99%,99%,99%,97%,99%,98%,97%,99%,99%,97%,95%,97%,91%,,,,,,,,,,,,
31R022,P.S. 022 GRANITEVILLE,51%,90%,93%,98%,93%,97%,95%,93%,94%,97%,91%,91%,94%,93%,96%,93%,95%,97%,90%,,,,,,,,,,,,
31R023,P.S. 023 RICHMONDTOWN,57%,96%,94%,98%,98%,97%,97%,96%,97%,95%,96%,96%,97%,96%,97%,99%,97%,100%,96%,,,,,,,,,,,,
31R024,I.S. 024 MYRA S. BARNES,77%,89%,89%,96%,91%,97%,96%,95%,95%,92%,93%,92%,95%,94%,95%,94%,95%,95%,86%,,,,,,,,,,,,
31R026,P.S. 026 THE CARTERET SCHOOL,71%,96%,95%,98%,95%,99%,99%,98%,97%,97%,95%,95%,98%,96%,97%,97%,96%,96%,92%,,,,,,,,,,,,
31R027,I.S. 027 ANNING S. PRALL,52%,85%,88%,96%,92%,96%,96%,95%,95%,94%,91%,91%,94%,92%,93%,96%,96%,94%,86%,,,,,,,,,,,,
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,45%,85%,95%,97%,96%,96%,96%,97%,95%,94%,94%,94%,95%,97%,96%,97%,99%,99%,90%,,,,,,,,,,,,
31R029,P.S. 029 BARDWELL,81%,99%,99%,100%,99%,100%,99%,98%,98%,99%,98%,99%,98%,98%,99%,99%,99%,99%,99%,,,,,,,,,,,,
31R030,P.S. 030 WESTERLEIGH,50%,92%,92%,96%,94%,98%,93%,95%,94%,96%,90%,95%,93%,94%,94%,94%,95%,96%,92%,,,,,,,,,,,,
31R031,P.S. 031 WILLIAM T. DAVIS,36%,92%,92%,97%,97%,95%,97%,96%,96%,96%,96%,98%,94%,94%,92%,96%,93%,95%,90%,,,,,,,,,,,,
31R032,P.S. 032 THE GIFFORD SCHOOL,77%,93%,94%,96%,93%,96%,91%,86%,87%,95%,85%,92%,87%,90%,92%,91%,96%,97%,90%,,,,,,,,,,,,
31R034,I.S. 034 TOTTENVILLE,81%,90%,90%,97%,93%,96%,96%,95%,95%,94%,93%,94%,95%,95%,95%,96%,97%,97%,89%,,,,,,,,,,,,
31R035,P.S. 35 THE CLOVE VALLEY SCHOOL,64%,96%,97%,98%,95%,97%,96%,96%,98%,96%,96%,96%,97%,97%,98%,97%,98%,98%,94%,,,,,,,,,,,,
31R036,P.S. 036 J. C. DRUMGOOLE,58%,91%,89%,96%,85%,95%,80%,74%,75%,94%,71%,87%,73%,78%,84%,86%,91%,94%,90%,,,,,,,,,,,,
31R038,P.S. 038 GEORGE CROMWELL,100%,93%,89%,96%,95%,96%,96%,96%,96%,96%,94%,94%,95%,95%,98%,96%,92%,93%,90%,,,,,,,,,,,,
31R039,P.S. 39 FRANCIS J. MURPHY JR.,58%,93%,92%,97%,93%,95%,93%,92%,93%,95%,93%,90%,92%,95%,94%,96%,95%,95%,92%,,,,,,,,,,,,
31R041,THE STEPHANIE A. VIERNO SCHOOL,90%,93%,94%,98%,95%,98%,96%,95%,97%,97%,93%,94%,96%,96%,98%,98%,95%,97%,89%,,,,,,,,,,,,
31R042,P.S. 042 ELTINGVILLE,76%,93%,93%,96%,96%,98%,97%,97%,97%,96%,97%,94%,98%,98%,96%,98%,97%,96%,96%,,,,,,,,,,,,
31R044,P.S. 044 THOMAS C. BROWN,44%,89%,93%,97%,89%,97%,92%,90%,89%,95%,89%,92%,91%,92%,84%,92%,94%,95%,92%,,,,,,,,,,,,
31R045,P.S. 045 JOHN TYLER,65%,91%,93%,98%,93%,97%,95%,96%,96%,95%,93%,94%,94%,94%,96%,95%,95%,97%,89%,,,,,,,,,,,,
31R046,P.S. 046 ALBERT V. MANISCALCO,38%,85%,95%,100%,99%,99%,100%,97%,99%,100%,97%,99%,99%,99%,91%,97%,99%,99%,88%,,,,,,,,,,,,
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,72%,93%,92%,97%,94%,96%,95%,94%,94%,95%,91%,94%,96%,93%,98%,98%,97%,95%,82%,,,,,,,,,,,,
31R048,P.S. 048 WILLIAM G. WILCOX,58%,93%,94%,98%,95%,97%,97%,95%,94%,96%,93%,93%,95%,94%,93%,96%,95%,96%,90%,,,,,,,,,,,,
31R049,I.S. 49 BERTA A. DREYFUS,31%,78%,83%,97%,85%,94%,96%,92%,93%,90%,89%,93%,94%,92%,83%,91%,88%,92%,76%,,,,,,,,,,,,
31R050,P.S. 050 FRANK HANKINSON,59%,96%,96%,98%,95%,98%,96%,97%,96%,97%,95%,96%,96%,96%,98%,97%,97%,97%,94%,,,,,,,,,,,,
31R051,I.S. 051 EDWIN MARKHAM,19%,84%,90%,96%,89%,92%,93%,93%,92%,92%,92%,92%,93%,91%,92%,93%,95%,96%,88%,,,,,,,,,,,,
31R052,P.S. 052 JOHN C. THOMPSON,81%,95%,95%,98%,94%,98%,97%,95%,97%,98%,94%,95%,99%,99%,98%,97%,96%,97%,93%,,,,,,,,,,,,
31R053,THE BARBARA ESSELBORN SCHOOL,79%,93%,93%,97%,94%,97%,95%,94%,96%,95%,92%,93%,94%,93%,97%,97%,96%,96%,93%,,,,,,,,,,,,
31R054,P.S. 054 CHARLES W. LENG,74%,92%,91%,96%,92%,98%,97%,94%,95%,93%,94%,93%,96%,93%,97%,95%,93%,95%,91%,,,,,,,,,,,,
31R055,P.S. 055 HENRY M. BOEHM,74%,93%,93%,98%,95%,99%,95%,93%,93%,95%,89%,93%,96%,96%,95%,97%,97%,97%,94%,,,,,,,,,,,,
31R056,P.S. 56 THE LOUIS DESARIO SCHOOL,74%,90%,87%,94%,91%,98%,97%,97%,97%,94%,96%,92%,98%,96%,96%,98%,94%,93%,94%,,,,,,,,,,,,
31R057,P.S. 057 HUBERT H. HUMPHREY,48%,96%,97%,97%,96%,99%,97%,95%,97%,98%,95%,96%,96%,97%,95%,95%,97%,98%,93%,,,,,,,,,,,,
31R058,SPACE SHUTTLE COLUMBIA SCHOOL,98%,91%,90%,96%,92%,97%,95%,95%,95%,94%,93%,91%,95%,96%,96%,95%,94%,95%,91%,,,,,,,,,,,,
31R059,THE HARBOR VIEW SCHOOL,57%,91%,92%,97%,91%,97%,92%,92%,92%,93%,89%,93%,95%,96%,95%,97%,95%,96%,90%,,,,,,,,,,,,
31R060,P.S. 060 ALICE AUSTEN,66%,90%,88%,95%,89%,96%,90%,90%,91%,95%,87%,91%,92%,93%,94%,94%,90%,91%,90%,,,,,,,,,,,,
31R061,I.S. 061 WILLIAM A MORRIS,39%,87%,91%,97%,93%,96%,94%,93%,93%,95%,92%,94%,93%,95%,93%,95%,95%,96%,85%,,,,,,,,,,,,
31R062,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY,94%,98%,98%,99%,98%,99%,97%,97%,99%,98%,95%,98%,98%,98%,94%,97%,98%,98%,98%,,,,,,,,,,,,
31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,54%,93%,93%,97%,95%,99%,97%,95%,96%,94%,95%,93%,96%,97%,96%,97%,97%,98%,92%,,,,,,,,,,,,
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,71%,84%,82%,94%,86%,94%,93%,92%,94%,88%,89%,86%,92%,90%,94%,92%,91%,89%,81%,,,,,,,,,,,,
31R065,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,67%,96%,95%,98%,97%,99%,97%,97%,98%,97%,96%,95%,97%,96%,97%,99%,97%,97%,96%,,,,,,,,,,,,
31R068,PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,85%,96%,96%,96%,96%,96%,96%,97%,96%,96%,96%,94%,99%,99%,96%,98%,100%,97%,98%,,,,,,,,,,,,
31R069,P.S. 069 DANIEL D. TOMPKINS,85%,90%,92%,96%,91%,96%,89%,90%,91%,95%,86%,92%,90%,89%,96%,95%,95%,96%,93%,,,,,,,,,,,,
31R072,I.S. 072 ROCCO LAURIE,79%,83%,88%,95%,89%,94%,95%,95%,95%,93%,90%,91%,93%,91%,93%,94%,95%,95%,80%,,,,,,,,,,,,
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,61%,94%,95%,95%,95%,98%,97%,96%,95%,96%,95%,92%,95%,96%,97%,97%,97%,96%,93%,,,,,,,,,,,,
31R075,I.S. 075 FRANK D. PAULO,73%,93%,93%,97%,94%,98%,97%,97%,98%,96%,96%,94%,98%,97%,96%,97%,98%,97%,91%,,,,,,,,,,,,
31R078,P.S. 78,41%,92%,91%,96%,91%,97%,96%,95%,95%,92%,94%,93%,97%,97%,94%,95%,93%,95%,90%,,,,,,,,,,,,
31R080,THE MICHAEL J. PETRIDES SCHOOL,31%,85%,89%,95%,85%,96%,84%,77%,76%,92%,72%,83%,83%,85%,73%,89%,92%,94%,89%,,,,,,,,,,,,
31R440,NEW DORP HIGH SCHOOL,34%,89%,87%,97%,92%,97%,97%,96%,97%,93%,94%,90%,96%,96%,90%,95%,95%,95%,85%,,,,,,,,,,,,
31R445,PORT RICHMOND HIGH SCHOOL,23%,85%,91%,95%,92%,91%,84%,79%,79%,93%,77%,90%,80%,83%,90%,91%,96%,96%,87%,,,,,,,,,,,,
31R450,CURTIS HIGH SCHOOL,18%,83%,83%,97%,90%,95%,95%,94%,93%,92%,92%,90%,96%,97%,87%,95%,96%,94%,85%,,,,,,,,,,,,
31R455,TOTTENVILLE HIGH SCHOOL,39%,83%,85%,96%,88%,97%,93%,92%,92%,93%,90%,89%,93%,92%,88%,93%,94%,94%,84%,,,,,,,,,,,,
31R460,SUSAN E. WAGNER HIGH SCHOOL,43%,82%,84%,96%,88%,96%,96%,94%,95%,92%,92%,91%,95%,94%,86%,95%,96%,95%,77%,,,,,,,,,,,,
31R470,CONCORD HIGH SCHOOL,14%,93%,94%,100%,100%,100%,100%,100%,100%,94%,100%,81%,94%,93%,87%,93%,87%,93%,71%,,,,,,,,,,,,
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,16%,91%,93%,98%,94%,97%,95%,95%,96%,97%,94%,95%,97%,96%,96%,95%,96%,98%,85%,,,,,,,,,,,,
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,88%,92%,91%,99%,96%,97%,99%,98%,98%,97%,97%,95%,98%,97%,99%,98%,99%,98%,75%,,,,,,,,,,,,
31R607,STATEN ISLAND YABC,10%,87%,80%,100%,93%,100%,100%,93%,100%,100%,93%,100%,100%,93%,100%,93%,100%,100%,71%,,,,,,,,,,,,
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,58%,94%,94%,96%,95%,96%,93%,91%,93%,96%,88%,94%,93%,93%,96%,99%,96%,97%,92%,,,,,,,,,,,,
32K045,P.S./I.S. 045 HORACE E. GREENE,55%,96%,98%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,99%,98%,99%,99%,96%,,,,,,,,,,,,
32K075,P.S. 075 MAYDA CORTIELLA,18%,87%,96%,96%,91%,100%,91%,93%,93%,93%,96%,95%,91%,95%,95%,100%,95%,98%,98%,,,,,,,,,,,,
32K086,P.S. 086 THE IRVINGTON,92%,99%,99%,99%,99%,100%,100%,100%,100%,99%,100%,99%,98%,98%,99%,99%,98%,99%,90%,,,,,,,,,,,,
32K106,P.S. 106 EDWARD EVERETT HALE,33%,94%,95%,98%,96%,99%,99%,97%,98%,97%,98%,95%,96%,94%,96%,97%,98%,96%,95%,,,,,,,,,,,,
32K116,P.S. 116 ELIZABETH L FARRELL,56%,91%,92%,97%,91%,97%,92%,86%,87%,95%,87%,91%,88%,91%,94%,95%,95%,94%,88%,,,,,,,,,,,,
32K123,P.S. 123 SUYDAM,81%,98%,98%,99%,98%,99%,98%,100%,99%,98%,98%,98%,99%,99%,98%,98%,99%,98%,95%,,,,,,,,,,,,
32K145,P.S. 145 ANDREW JACKSON,52%,88%,96%,95%,93%,94%,97%,93%,96%,95%,95%,94%,95%,94%,95%,96%,95%,97%,92%,,,,,,,,,,,,
32K151,P.S. 151 LYNDON B. JOHNSON,68%,94%,97%,99%,95%,98%,98%,98%,97%,96%,96%,95%,96%,96%,95%,98%,98%,98%,91%,,,,,,,,,,,,
32K162,J.H.S. 162 THE WILLOUGHBY,58%,93%,93%,99%,95%,97%,97%,93%,95%,96%,94%,94%,96%,97%,96%,97%,93%,93%,90%,,,,,,,,,,,,
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,22%,89%,90%,98%,94%,94%,98%,98%,91%,94%,92%,89%,94%,90%,96%,96%,91%,88%,89%,,,,,,,,,,,,
32K274,P.S. 274 KOSCIUSKO,33%,89%,90%,98%,91%,97%,93%,89%,88%,94%,89%,90%,86%,89%,94%,93%,92%,93%,91%,,,,,,,,,,,,
